batch,bottleneck,seed,anomaly_type,roc_auc,pr_auc,contamination
1024,16,0,change_weight,0.7767118731158604,0.5593967938171882,0.33321830354061704
1024,16,0,drop_object,0.9467130785851935,0.8111801458863324,0.22919098500493848
1024,16,0,force_stop,0.7562063042472084,0.2440851825663581,0.14037555383641606
1024,16,0,long_wait,0.8786989892230991,0.6766777397904609,0.11671773067383646
1024,16,0,outside_box,0.9278292893661398,0.7383640180722655,0.32082216264521896
1024,16,0,push,0.8828294437817026,0.4288396521217655,0.0863515120352219
1024,16,0,scale_speed,0.8633240525814148,0.6639258197139997,0.22707596634556762
1024,16,0,tcp_wrench,0.9748215524054784,0.9053771585978238,0.15002253557401327
1024,16,1,change_weight,0.765694882747167,0.5622618760015182,0.33321830354061704
1024,16,1,drop_object,0.9477812178738882,0.8170392732011463,0.22919098500493848
1024,16,1,force_stop,0.781834638966225,0.2586435323777922,0.14037555383641606
1024,16,1,long_wait,0.9639275475049973,0.8238830557318719,0.11671773067383646
1024,16,1,outside_box,0.9251790522200182,0.7070342685603941,0.32082216264521896
1024,16,1,push,0.8798339237356662,0.43726903403952294,0.0863515120352219
1024,16,1,scale_speed,0.8580241256133637,0.6683077461059276,0.22707596634556762
1024,16,1,tcp_wrench,0.9788904013969549,0.9140574622393082,0.15002253557401327
1024,16,2,change_weight,0.7680884442201227,0.5661302089144502,0.33321830354061704
1024,16,2,drop_object,0.9520002824944327,0.8323146582052738,0.22919098500493848
1024,16,2,force_stop,0.8108667428942807,0.2923061152793974,0.14037555383641606
1024,16,2,long_wait,0.9749215897867207,0.8612683556557563,0.11671773067383646
1024,16,2,outside_box,0.9280725897845822,0.7242500659334533,0.32082216264521896
1024,16,2,push,0.8768758359087756,0.4318799338298284,0.0863515120352219
1024,16,2,scale_speed,0.8391379370913958,0.610194610130472,0.22707596634556762
1024,16,2,tcp_wrench,0.9707287546170419,0.8954857435488311,0.15002253557401327
1024,16,3,change_weight,0.7784976035576208,0.5969993440414341,0.33321830354061704
1024,16,3,drop_object,0.9474711300330658,0.8374916451298968,0.22919098500493848
1024,16,3,force_stop,0.6990993153778717,0.21388968561952212,0.14037555383641606
1024,16,3,long_wait,0.9588415421384581,0.8370970987794678,0.11671773067383646
1024,16,3,outside_box,0.9266486658681456,0.7235309445499054,0.32082216264521896
1024,16,3,push,0.8849749467904835,0.4329750542174055,0.0863515120352219
1024,16,3,scale_speed,0.860467689855204,0.6307198895991478,0.22707596634556762
1024,16,3,tcp_wrench,0.9666821963351065,0.8892607740070757,0.15002253557401327
1024,16,4,change_weight,0.7352841564110333,0.5419740383739944,0.33321830354061704
1024,16,4,drop_object,0.9400796734702073,0.8070754393361322,0.22919098500493848
1024,16,4,force_stop,0.7603060832046159,0.2561150055763134,0.14037555383641606
1024,16,4,long_wait,0.9568768919410895,0.8497569573629354,0.11671773067383646
1024,16,4,outside_box,0.9284977266086026,0.7244596952240869,0.32082216264521896
1024,16,4,push,0.8802381249410111,0.4322971133050163,0.0863515120352219
1024,16,4,scale_speed,0.8367992680868173,0.6304026755442937,0.22707596634556762
1024,16,4,tcp_wrench,0.9777044746902709,0.9119929920580959,0.15002253557401327
