batch,bottleneck,seed,anomaly_type,roc_auc,pr_auc,contamination
1024,16,0,change_weight,0.6366589340104265,0.40494191967292115,0.33321830354061704
1024,16,0,drop_object,0.9204883365795663,0.83337782434713,0.22919098500493848
1024,16,0,force_stop,0.6580233556780583,0.2488567846923584,0.14037555383641606
1024,16,0,long_wait,0.8900461503001825,0.735226337525127,0.11671773067383646
1024,16,0,outside_box,0.8422636002062459,0.6846589454460908,0.32082216264521896
1024,16,0,push,0.8892596235623875,0.4828615752380323,0.0863515120352219
1024,16,0,scale_speed,0.6988727210144343,0.3680658154754371,0.22707596634556762
1024,16,0,tcp_wrench,0.9928656928058188,0.966947469727165,0.15002253557401327
1024,16,1,change_weight,0.701979812945514,0.48357909595812304,0.33321830354061704
1024,16,1,drop_object,0.9264021909519748,0.840974126057186,0.22919098500493848
1024,16,1,force_stop,0.6264078461676689,0.18621666692838817,0.14037555383641606
1024,16,1,long_wait,0.8677008744223048,0.6596029205454755,0.11671773067383646
1024,16,1,outside_box,0.910414615927004,0.7704641306191017,0.32082216264521896
1024,16,1,push,0.8867051871408055,0.47503559477273877,0.0863515120352219
1024,16,1,scale_speed,0.734883145043166,0.4621298186988471,0.22707596634556762
1024,16,1,tcp_wrench,0.9854431344289498,0.9389092250468544,0.15002253557401327
1024,16,2,change_weight,0.6183559038093954,0.3727139023055907,0.33321830354061704
1024,16,2,drop_object,0.9089508178447717,0.7934230615548786,0.22919098500493848
1024,16,2,force_stop,0.5941917583018446,0.1796632046792272,0.14037555383641606
1024,16,2,long_wait,0.789207382025464,0.5459466381197436,0.11671773067383646
1024,16,2,outside_box,0.8530944851184865,0.8119072609789106,0.32082216264521896
1024,16,2,push,0.8601438564885764,0.4343398733162284,0.0863515120352219
1024,16,2,scale_speed,0.6520712527299619,0.3416303232419748,0.22707596634556762
1024,16,2,tcp_wrench,0.9845120939595875,0.938045960015014,0.15002253557401327
1024,16,3,change_weight,0.6275151062398918,0.37774001038692845,0.33321830354061704
1024,16,3,drop_object,0.9231711095362465,0.8067084302488325,0.22919098500493848
1024,16,3,force_stop,0.5976000413655586,0.21444546927758748,0.14037555383641606
1024,16,3,long_wait,0.875664587497851,0.7287106602675163,0.11671773067383646
1024,16,3,outside_box,0.7874734297276551,0.6146138271270716,0.32082216264521896
1024,16,3,push,0.864307878333441,0.457275343628125,0.0863515120352219
1024,16,3,scale_speed,0.6482715635320375,0.3122547106668135,0.22707596634556762
1024,16,3,tcp_wrench,0.9901357209575422,0.9622015973754275,0.15002253557401327
1024,16,4,change_weight,0.6434128449894676,0.3894339208099319,0.33321830354061704
1024,16,4,drop_object,0.9068071517413255,0.8181036469793193,0.22919098500493848
1024,16,4,force_stop,0.6421719994435406,0.22097160105433955,0.14037555383641606
1024,16,4,long_wait,0.762343544056524,0.47721498084992764,0.11671773067383646
1024,16,4,outside_box,0.7630894328605703,0.6086451922039666,0.32082216264521896
1024,16,4,push,0.8649838967496476,0.44447682462373145,0.0863515120352219
1024,16,4,scale_speed,0.6418364817656138,0.2964687229673595,0.22707596634556762
1024,16,4,tcp_wrench,0.991185891756802,0.9652737514503591,0.15002253557401327
