seed,best_epoch,epochs_run,fit_loss,val_loss,test_normal_error,ratio
0,50,50,0.01512950100004673,0.015240482054650784,0.02264237590134144,1.4965712287055273
1,49,50,0.015345139428973198,0.015542206354439259,0.022666919976472855,1.477140046943815
2,49,50,0.014994234777987003,0.015137537382543087,0.022202936932444572,1.4807649247323142
3,50,50,0.015600309707224369,0.015772642567753792,0.02308163046836853,1.4795623228992452
4,45,50,0.014464353211224079,0.01458656508475542,0.021539395675063133,1.4891364557074662
