batch,bottleneck,seed,anomaly_type,roc_auc,pr_auc,contamination
1024,16,0,change_weight,0.6515297114004006,0.39544443323761724,0.33321830354061704
1024,16,0,drop_object,0.9237618206834641,0.7594793649212056,0.22919098500493848
1024,16,0,force_stop,0.6586327875418677,0.18921263423894555,0.14037555383641606
1024,16,0,long_wait,0.8393106023704462,0.6263953761991649,0.11671773067383646
1024,16,0,outside_box,0.76914137961298,0.6085549222147189,0.32082216264521896
1024,16,0,push,0.8474768498185857,0.3752815855246275,0.0863515120352219
1024,16,0,scale_speed,0.6982327629100522,0.39548360816382705,0.22707596634556762
1024,16,0,tcp_wrench,0.9863219492085559,0.9418830114799358,0.15002253557401327
1024,16,1,change_weight,0.6587833966450236,0.3956723389972885,0.33321830354061704
1024,16,1,drop_object,0.9268075921405622,0.8068096174293323,0.22919098500493848
1024,16,1,force_stop,0.6460249766078833,0.18686905989449182,0.14037555383641606
1024,16,1,long_wait,0.83483352603884,0.5992181117596956,0.11671773067383646
1024,16,1,outside_box,0.7756994289676972,0.5992350949417518,0.32082216264521896
1024,16,1,push,0.8695392845871023,0.4074678206919286,0.0863515120352219
1024,16,1,scale_speed,0.6615585680252748,0.3092549595413375,0.22707596634556762
1024,16,1,tcp_wrench,0.9903966015059984,0.9575702180187682,0.15002253557401327
1024,16,2,change_weight,0.6833459957428406,0.4535922462707429,0.33321830354061704
1024,16,2,drop_object,0.929142894663177,0.8300426652362927,0.22919098500493848
1024,16,2,force_stop,0.6724283314645326,0.20580608936527095,0.14037555383641606
1024,16,2,long_wait,0.8527361934650921,0.6257878967844641,0.11671773067383646
1024,16,2,outside_box,0.8275446084703734,0.6269823059040325,0.32082216264521896
1024,16,2,push,0.8610491284294922,0.39367011931520723,0.0863515120352219
1024,16,2,scale_speed,0.7393863124303437,0.4663394331457988,0.22707596634556762
1024,16,2,tcp_wrench,0.9832686584414694,0.9285188336549078,0.15002253557401327
1024,16,3,change_weight,0.6682789602958692,0.44988483991817163,0.33321830354061704
1024,16,3,drop_object,0.9286984508272289,0.8012432800798709,0.22919098500493848
1024,16,3,force_stop,0.6911168067543088,0.22440493219636018,0.14037555383641606
1024,16,3,long_wait,0.879197216529076,0.7071851406439777,0.11671773067383646
1024,16,3,outside_box,0.8476732685939548,0.6464082708300602,0.32082216264521896
1024,16,3,push,0.855818651599702,0.3860942078837243,0.0863515120352219
1024,16,3,scale_speed,0.7702705353612215,0.4935835303460203,0.22707596634556762
1024,16,3,tcp_wrench,0.9569492191221045,0.8732732425716121,0.15002253557401327
1024,16,4,change_weight,0.6735361989119639,0.44922089298833445,0.33321830354061704
1024,16,4,drop_object,0.8989551185829141,0.6736086708171345,0.22919098500493848
1024,16,4,force_stop,0.6336205658064062,0.17970611389397417,0.14037555383641606
1024,16,4,long_wait,0.8559011875827987,0.6692301204256919,0.11671773067383646
1024,16,4,outside_box,0.8096462638224423,0.6359437675754511,0.32082216264521896
1024,16,4,push,0.8493961886552428,0.37754741090401456,0.0863515120352219
1024,16,4,scale_speed,0.7347046433859757,0.44554554341951486,0.22707596634556762
1024,16,4,tcp_wrench,0.972224991571389,0.8994208523527002,0.15002253557401327
