batch,bottleneck,seed,anomaly_type,roc_auc,pr_auc,contamination
1024,16,0,change_weight,0.6563026683270405,0.40059133627115245,0.33321830354061704
1024,16,0,drop_object,0.87152010014633,0.7166911769784519,0.22919098500493848
1024,16,0,force_stop,0.6136353179647358,0.1722737096718316,0.14037555383641606
1024,16,0,long_wait,0.38270290120106654,0.09932150285371467,0.11671773067383646
1024,16,0,outside_box,0.7871589414243927,0.6165556086761378,0.32082216264521896
1024,16,0,push,0.8661751694333172,0.41889559365630474,0.0863515120352219
1024,16,0,scale_speed,0.6451834507120648,0.35372908628171096,0.22707596634556762
1024,16,0,tcp_wrench,0.9861026021243676,0.9402064706239645,0.15002253557401327
1024,16,1,change_weight,0.6574608650184073,0.4138120552622421,0.33321830354061704
1024,16,1,drop_object,0.8445535763641152,0.7074830886586472,0.22919098500493848
1024,16,1,force_stop,0.6486355165538472,0.19317421876072963,0.14037555383641606
1024,16,1,long_wait,0.32069840857837273,0.08101517499872743,0.11671773067383646
1024,16,1,outside_box,0.8014640868320158,0.6381595542008675,0.32082216264521896
1024,16,1,push,0.8786961649222078,0.4190288148903158,0.0863515120352219
1024,16,1,scale_speed,0.7020067491612392,0.3716751795528761,0.22707596634556762
1024,16,1,tcp_wrench,0.9374152465364668,0.8536772069776447,0.15002253557401327
1024,16,2,change_weight,0.6372443154117629,0.3838305669368279,0.33321830354061704
1024,16,2,drop_object,0.8492337424083186,0.69811615376954,0.22919098500493848
1024,16,2,force_stop,0.5763962269626384,0.16035356076856372,0.14037555383641606
1024,16,2,long_wait,0.3870111270575386,0.10080743646233174,0.11671773067383646
1024,16,2,outside_box,0.8080995282343012,0.5912885674408535,0.32082216264521896
1024,16,2,push,0.8632637491571368,0.39781774339935777,0.0863515120352219
1024,16,2,scale_speed,0.6464947351581234,0.3140691215687749,0.22707596634556762
1024,16,2,tcp_wrench,0.9866609589987494,0.9422884404205276,0.15002253557401327
1024,16,3,change_weight,0.6755648822120421,0.42759919190301576,0.33321830354061704
1024,16,3,drop_object,0.8548172346019856,0.7506039036650484,0.22919098500493848
1024,16,3,force_stop,0.6140178069466267,0.16623833066267507,0.14037555383641606
1024,16,3,long_wait,0.39951489829868564,0.10616762089412375,0.11671773067383646
1024,16,3,outside_box,0.7904717357792944,0.5939239070737168,0.32082216264521896
1024,16,3,push,0.8715513367275196,0.436101613494023,0.0863515120352219
1024,16,3,scale_speed,0.6570123020725511,0.3875934722285028,0.22707596634556762
1024,16,3,tcp_wrench,0.9803854882563521,0.9229858556549377,0.15002253557401327
1024,16,4,change_weight,0.6454502219267981,0.4105444615568804,0.33321830354061704
1024,16,4,drop_object,0.8411864446712234,0.6892977280230891,0.22919098500493848
1024,16,4,force_stop,0.6701946906985861,0.20417642188343546,0.14037555383641606
1024,16,4,long_wait,0.3516642761071016,0.08686367820632448,0.11671773067383646
1024,16,4,outside_box,0.7894395966371693,0.5667640168973339,0.32082216264521896
1024,16,4,push,0.867241009165821,0.40013819475634615,0.0863515120352219
1024,16,4,scale_speed,0.7279772723367912,0.4348919791397496,0.22707596634556762
1024,16,4,tcp_wrench,0.9070689265314469,0.8359987358712857,0.15002253557401327
