seed,best_epoch,epochs_run,fit_loss,val_loss,test_normal_error,ratio
0,50,50,0.01739635318517685,0.017405465245246887,0.051941581070423126,2.985774116996067
1,50,50,0.01858683116734028,0.018676767125725746,0.05208032578229904,2.802001337044026
2,49,50,0.018160568550229073,0.018239891156554222,0.07665007561445236,4.220687001205451
3,50,50,0.017566436901688576,0.017679203301668167,0.0537981353700161,3.062552506868638
4,50,50,0.017437955364584923,0.01759966090321541,0.05004219710826874,2.869728478024459
