seed,best_epoch,epochs_run,fit_loss,val_loss,test_normal_error,ratio
0,50,50,0.013255182653665543,0.01338609866797924,0.0209317859262228,1.5791397578693038
1,50,50,0.011728957295417786,0.01186651736497879,0.01993577554821968,1.6997056981363634
2,47,50,0.01287993136793375,0.012992345727980137,0.021271342411637306,1.6515105402343258
3,50,50,0.012516902759671211,0.012645753100514412,0.019192885607481003,1.5333574108540213
4,45,50,0.0133292805403471,0.013477287255227566,0.020658928900957108,1.5498907715554122
