seed,best_epoch,epochs_run,fit_loss,val_loss,test_normal_error,ratio
0,50,50,0.017034457996487617,0.017121924087405205,0.10078674554824829,5.916639412244862
1,50,50,0.01807744801044464,0.018035557121038437,0.07370592653751373,4.07723072941095
2,49,50,0.01891367696225643,0.01890745759010315,0.0695938691496849,3.6795525951175097
3,50,50,0.01820867881178856,0.018184708431363106,0.060422688722610474,3.318345572853532
4,50,50,0.016982119530439377,0.01700103096663952,0.10742461681365967,6.3257484804006845
